"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"30.05.2022","120,0050","119,7900","120,0150","119,7900","0,38%"
"27.05.2022","119,5500","119,3650","119,5650","119,3650","0,13%"
"26.05.2022","119,4000","119,2650","119,4350","119,0600","0,29%"
"25.05.2022","119,0500","119,0600","119,0950","119,0250","0,06%"
"24.05.2022","118,9800","119,0250","119,1150","119,0200","0,13%"
"23.05.2022","118,8200","118,2950","118,9600","118,2950","0,29%"
"20.05.2022","118,4800","118,2900","118,5050","118,2900","0,12%"
"19.05.2022","118,3400","118,0100","118,3800","118,0100","0,28%"
"18.05.2022","118,0100","118,0200","118,0550","117,9750","-0,05%"
"17.05.2022","118,0700","117,8600","118,0750","117,8050","0,18%"
"16.05.2022","117,8600","117,3700","117,9150","117,3700","0,37%"
"13.05.2022","117,4200","117,2050","117,4400","117,2050","0,14%"
"12.05.2022","117,2500","117,0850","117,2800","117,0200","0,15%"
"11.05.2022","117,0800","117,1000","117,1200","117,0100","0,13%"
"10.05.2022","116,9300","116,9200","116,9500","116,8350","0,15%"
"09.05.2022","116,7500","116,3050","116,7800","116,3050","0,49%"
"06.05.2022","116,1800","115,9600","116,3250","115,9600","0,03%"
"05.05.2022","116,1500","115,9600","116,1850","115,9600","0,12%"
"04.05.2022","116,0100","115,8750","116,0500","115,8300","0,12%"
"03.05.2022","115,8700","115,7350","115,8950","115,6750","0,12%"
"02.05.2022","115,7300","115,2650","115,8250","115,2650","0,36%"
"29.04.2022","115,3200","115,1350","115,3350","115,1350","0,11%"
"28.04.2022","115,1900","114,9800","115,1900","114,9800","0,14%"
"27.04.2022","115,0300","114,6400","115,0500","114,6400","0,17%"
"26.04.2022","114,8400","114,6900","114,8500","114,6350","0,14%"
"25.04.2022","114,6800","114,1850","114,7250","114,1850","0,49%"
"22.04.2022","114,1200","114,0350","114,2500","114,0350","0,04%"
"21.04.2022","114,0800","113,9250","114,1300","113,9000","0,10%"
"20.04.2022","113,9650","113,7350","113,9750","113,7350","0,16%"
"19.04.2022","113,7800","113,6900","113,7950","113,6900","0,15%"
"18.04.2022","113,6100","113,3350","113,7200","113,2950","0,64%"
"15.04.2022","112,8900","112,9150","112,9150","112,9150","0,07%"
"14.04.2022","112,8100","112,9100","112,9400","112,8600","-0,12%"
"13.04.2022","112,9500","112,7200","112,9600","112,7200","0,27%"
"12.04.2022","112,6500","112,5400","112,7700","112,5350","0,16%"
"11.04.2022","112,4700","112,1050","112,6150","112,1050","0,29%"
"08.04.2022","112,1500","111,9800","112,1650","111,9250","0,16%"
"07.04.2022","111,9700","111,8350","111,9900","111,6750","0,13%"
"06.04.2022","111,8300","111,6950","111,8800","111,6500","0,13%"
"05.04.2022","111,6900","111,5050","111,7350","111,5050","0,11%"
"04.04.2022","111,5700","111,0750","111,6100","111,0750","0,40%"
"01.04.2022","111,1200","110,9550","111,1400","110,9550","0,11%"
"31.03.2022","111,0000","111,0000","111,0100","110,9750","0,11%"
"30.03.2022","110,8800","110,8800","110,9450","110,8450","0,07%"
"29.03.2022","110,8000","110,7950","110,8250","110,7900","0,10%"
"28.03.2022","110,6850","110,1250","110,7100","110,1250","0,28%"
"25.03.2022","110,3800","110,1250","110,7650","110,1200","0,24%"
"24.03.2022","110,1200","110,1250","110,6250","110,0950","-0,05%"
"23.03.2022","110,1700","110,0700","110,1900","110,0700","0,10%"
"22.03.2022","110,0600","109,9700","110,0850","109,9700","0,09%"
"21.03.2022","109,9600","109,8800","110,0500","109,8150","0,26%"
"18.03.2022","109,6800","109,5950","109,6850","109,5700","0,16%"
"17.03.2022","109,5100","109,3650","109,5350","109,3650","0,09%"
"16.03.2022","109,4100","109,2700","109,4400","109,2700","0,19%"
"15.03.2022","109,2000","109,2650","109,3250","109,2500","0,01%"
"14.03.2022","109,1900","108,8450","109,2700","108,8450","0,32%"
"11.03.2022","108,8400","108,9050","108,9050","108,7700","0,06%"
"10.03.2022","108,7700","108,6950","108,8200","108,6950","0,07%"
"09.03.2022","108,6900","108,6800","108,6950","108,4400","0,13%"
"08.03.2022","108,5500","108,5200","109,0550","108,4400","0,10%"
"07.03.2022","108,4400","108,4700","108,4800","108,4450","0,39%"
"04.03.2022","108,0200","107,8850","108,1750","107,8850","-0,01%"
"03.03.2022","108,0300","107,9100","108,0700","107,8900","0,19%"
"02.03.2022","107,8200","107,7700","108,0300","107,6900","0,40%"
"01.03.2022","107,3900","107,4000","107,4250","107,3650","0,00%"
"28.02.2022","107,3900","107,3350","107,4300","107,3300","-0,05%"
"25.02.2022","107,4400","107,3350","107,4600","107,3350","0,07%"
"24.02.2022","107,3700","107,2450","107,4500","107,2450","0,08%"
"23.02.2022","107,2800","107,1450","107,3250","107,1450","0,08%"
"22.02.2022","107,1900","107,1750","107,2000","107,0900","0,12%"
"21.02.2022","107,0600","106,9400","107,0800","106,9400","0,26%"
"18.02.2022","106,7800","106,6300","106,7900","106,6300","0,10%"
"17.02.2022","106,6700","106,5250","106,6900","106,5200","0,14%"
"16.02.2022","106,5250","106,5800","106,5850","106,5250","0,16%"
"15.02.2022","106,3500","106,3200","106,4850","106,3200","0,09%"
"14.02.2022","106,2500","106,0650","106,4650","106,0650","0,10%"
"11.02.2022","106,1400","106,0150","106,1550","105,7650","0,12%"
"10.02.2022","106,0100","106,0150","106,0250","105,9950","0,12%"
"09.02.2022","105,8800","105,7650","105,9250","105,7650","0,08%"
"08.02.2022","105,8000","105,7850","105,8250","105,7250","0,22%"
"07.02.2022","105,5700","105,7500","105,7650","105,6250","0,26%"
"04.02.2022","105,3000","105,4300","105,4450","105,3600","0,03%"
"03.02.2022","105,2700","105,0750","105,3650","105,0750","0,10%"
"02.02.2022","105,1600","104,9800","105,2250","104,9800","0,04%"
"01.02.2022","105,1150","105,0723","105,2260","105,0723","0,11%"
"31.01.2022","105,0000","104,9350","105,0400","104,7900","0,16%"
"28.01.2022","104,8300","104,8500","104,8800","104,7800","0,08%"
"27.01.2022","104,7500","104,7050","104,8200","104,6550","0,05%"
"26.01.2022","104,7000","104,6200","104,7200","104,4750","0,09%"
"25.01.2022","104,6100","104,5050","104,6250","104,3000","0,18%"
"24.01.2022","104,4200","104,3000","104,5700","104,3000","0,08%"
"21.01.2022","104,3400","104,2800","104,3800","104,2550","0,12%"
"20.01.2022","104,2100","104,1850","104,3350","104,1850","0,07%"
"19.01.2022","104,1400","104,2550","104,3000","104,1900","0,08%"
"18.01.2022","104,0600","104,0300","104,2150","104,0300","0,04%"
"17.01.2022","104,0200","104,0550","104,0550","104,0550","0,17%"
"14.01.2022","103,8400","103,8450","103,8850","103,8150","0,08%"
"13.01.2022","103,7600","103,6650","103,8800","103,5850","0,10%"
"12.01.2022","103,6600","103,5400","103,6650","103,4900","0,19%"
"11.01.2022","103,4600","103,5850","103,5950","103,5150","0,01%"
"10.01.2022","103,4500","103,2450","103,5600","103,2450","0,16%"
"07.01.2022","103,2850","103,1000","103,3050","103,1000","0,06%"
"06.01.2022","103,2200","103,1400","103,2650","103,0750","0,17%"
"05.01.2022","103,0400","103,0500","103,1650","103,0450","-0,05%"
"04.01.2022","103,0900","102,9800","103,1100","102,9350","0,18%"
"03.01.2022","102,9000","103,0500","103,0700","102,6900","0,21%"
"31.12.2021","102,6800","102,6900","102,7150","102,6650","0,00%"
"30.12.2021","102,6800","102,6400","102,7650","102,6350","0,05%"
"29.12.2021","102,6300","102,6050","102,6950","102,5600","0,03%"
"28.12.2021","102,6000","102,5550","102,6550","102,5300","0,06%"
"27.12.2021","102,5400","102,2600","102,6100","102,2600","0,27%"
"24.12.2021","102,2600","102,3000","102,3000","102,2350","0,05%"
"23.12.2021","102,2100","102,2300","102,3700","102,2250","-0,06%"
"22.12.2021","102,2700","102,1850","102,3000","102,1850","0,15%"
"21.12.2021","102,1200","102,0900","102,2450","102,0900","-0,01%"
"20.12.2021","102,1350","101,9200","102,1850","101,9200","0,21%"
"17.12.2021","101,9200","101,8550","101,9750","101,8550","0,11%"
"16.12.2021","101,8100","101,7800","101,9300","101,7350","-0,01%"
"15.12.2021","101,8200","101,7350","101,8600","101,7350","0,16%"
"14.12.2021","101,6600","101,6650","101,8250","101,6650","0,06%"
"13.12.2021","101,6000","101,5000","101,7550","101,5000","0,11%"
"10.12.2021","101,4900","101,4750","101,6300","101,4550","-0,03%"
"09.12.2021","101,5200","101,5300","101,5700","101,4400","0,21%"
"08.12.2021","101,3100","101,3750","101,4050","101,3600","-0,10%"
"07.12.2021","101,4100","101,3800","101,4200","101,2500","0,23%"
"06.12.2021","101,1800","101,1200","101,3750","101,1200","0,13%"
"03.12.2021","101,0500","101,1450","101,1950","101,0150","0,06%"
"02.12.2021","100,9900","100,9800","101,1000","100,9550","0,09%"
"01.12.2021","100,9000","100,9400","101,0350","100,8900","-0,03%"
"30.11.2021","100,9300","100,9550","100,9650","100,8750","0,10%"
"29.11.2021","100,8300","100,6450","100,9650","100,6450","0,07%"
"26.11.2021","100,7600","100,4200","100,8050","100,4200","0,10%"
"25.11.2021","100,6600","100,6800","100,6800","100,6800","0,14%"
"24.11.2021","100,5200","100,6200","100,6450","100,5700","-0,05%"
"23.11.2021","100,5700","100,4100","100,6500","100,4100","0,22%"
"22.11.2021","100,3500","100,4150","100,4400","100,3800","-0,10%"
"19.11.2021","100,4500","100,3550","100,4900","100,3550","0,15%"
"18.11.2021","100,3000","100,3400","100,4150","100,2950","0,06%"
"17.11.2021","100,2400","100,2350","100,3850","100,2350","-0,05%"
"16.11.2021","100,2900","100,2750","100,3400","100,2250","0,02%"
"15.11.2021","100,2700","100,2800","100,3150","100,2600","0,16%"
"12.11.2021","100,1100","100,0900","100,2800","100,0900","-0,07%"
"11.11.2021","100,1800","100,1700","100,1950","100,1600","0,05%"
"10.11.2021","100,1300","100,1350","100,1500","100,0850","0,12%"
"09.11.2021","100,0100","100,0100","100,1200","99,9815","0,00%"
"08.11.2021","100,0100","99,9045","100,0850","99,9045","0,17%"
"05.11.2021","99,8430","99,9150","99,9650","99,8900","-0,01%"
"04.11.2021","99,8500","99,8725","99,9750","99,8675","0,04%"
"03.11.2021","99,8100","99,8255","99,9200","99,8230","0,05%"
"02.11.2021","99,7600","99,7950","99,8755","99,7450","0,05%"
"01.11.2021","99,7100","99,6410","99,8550","99,6410","0,09%"
"29.10.2021","99,6200","99,6055","99,7350","99,5955","-0,06%"
"28.10.2021","99,6800","99,6055","99,7250","99,6055","0,04%"
"27.10.2021","99,6400","99,5090","99,6500","99,5090","0,10%"
"26.10.2021","99,5400","99,4470","99,5550","99,4470","0,16%"
"25.10.2021","99,3810","99,3670","99,5150","99,3670","0,09%"
"22.10.2021","99,2940","99,3500","99,4150","99,3035","0,02%"
"21.10.2021","99,2710","99,3105","99,3810","99,2815","-0,08%"
"20.10.2021","99,3500","99,3100","99,3550","99,2605","0,05%"
"19.10.2021","99,3000","99,2305","99,3210","99,1525","0,03%"
"18.10.2021","99,2700","99,1495","99,3050","99,1375","0,19%"
"15.10.2021","99,0850","99,1100","99,2050","99,0145","0,13%"
"14.10.2021","98,9520","99,0800","99,1650","98,9810","0,03%"
"13.10.2021","98,9220","99,0500","99,1350","98,9710","0,03%"
"12.10.2021","98,8920","98,8585","99,1250","98,8585","0,04%"
"08.10.2021","98,8500","98,8600","98,8600","98,8550","0,00%"
"07.10.2021","98,8500","98,9100","98,9560","98,7815","-0,06%"
"06.10.2021","98,9100","98,8115","98,9450","98,8015","0,02%"
"05.10.2021","98,8900","98,8110","98,9250","98,7960","0,00%"
"04.10.2021","98,8900","98,7160","98,9250","98,7160","0,19%"
"01.10.2021","98,7060","98,6515","98,8100","98,6515","-0,02%"
"30.09.2021","98,7300","98,6700","98,7650","98,5730","0,22%"
"29.09.2021","98,5130","98,5745","98,7350","98,5745","-0,06%"
"28.09.2021","98,5700","98,5680","98,7010","98,5120","0,14%"
"27.09.2021","98,4340","98,4790","98,7000","98,4785","-0,14%"
"24.09.2021","98,5700","98,4900","98,5850","98,3960","0,24%"
"23.09.2021","98,3330","98,4900","98,5550","98,3865","-0,15%"
"22.09.2021","98,4800","98,3955","98,5550","98,3810","0,21%"
"21.09.2021","98,2720","98,4300","98,5150","98,3310","0,01%"
"20.09.2021","98,2630","98,2865","98,5150","98,2865","0,11%"
"17.09.2021","98,1540","98,2265","98,3850","98,2225","-0,15%"
"16.09.2021","98,3000","98,2050","98,3350","98,1135","0,25%"
"15.09.2021","98,0540","98,1700","98,2700","98,0765","0,04%"
"14.09.2021","98,0140","98,0970","98,2700","98,0970","-0,17%"
"13.09.2021","98,1850","98,0205","98,2450","98,0205","0,29%"
"10.09.2021","97,9040","97,9755","98,1250","97,9529","0,05%"
"09.09.2021","97,8540","98,0336","98,0850","97,9485","-0,15%"
"08.09.2021","98,0000","97,9080","98,0600","97,8975","0,22%"
"07.09.2021","97,7850","97,8625","98,0250","97,8625","-0,16%"
"06.09.2021","97,9400","97,9400","97,9850","97,9100","0,07%"
"03.09.2021","97,8700","97,8800","97,8850","97,8550","0,04%"
"02.09.2021","97,8300","97,7230","97,8550","97,7130","0,24%"
"01.09.2021","97,5960","97,6575","97,8300","97,6560","-0,15%"
"31.08.2021","97,7400","97,6295","97,7650","97,6285","0,24%"
"30.08.2021","97,5070","97,4970","97,7650","97,4970","0,15%"
"27.08.2021","97,3640","97,4455","97,5900","97,4455","0,04%"
"26.08.2021","97,3250","97,4400","97,5650","97,3625","0,04%"
"25.08.2021","97,2870","97,3510","97,5300","97,3510","-0,06%"
"24.08.2021","97,3500","97,3170","97,4595","97,2660","-0,05%"
"23.08.2021","97,4000","97,4300","97,4300","97,4050","0,19%"
"20.08.2021","97,2200","97,2800","97,3290","97,1635","-0,06%"
"19.08.2021","97,2800","97,1585","97,2950","97,1585","0,02%"
"18.08.2021","97,2600","97,1900","97,3050","97,1600","0,22%"
"17.08.2021","97,0460","97,0240","97,2800","97,0240","0,03%"
"16.08.2021","97,0200","96,9900","97,0890","96,9530","-0,08%"
"13.08.2021","97,1000","97,0350","97,1100","96,9380","0,23%"
"12.08.2021","96,8760","97,0050","97,1015","96,9135","0,03%"
"11.08.2021","96,8470","96,9425","97,0695","96,9380","-0,18%"
"10.08.2021","97,0200","96,9075","97,0500","96,8920","0,03%"
"09.08.2021","96,9900","96,8015","97,1850","96,8000","0,09%"
"06.08.2021","96,9000","96,8110","96,9500","96,8000","0,22%"
"05.08.2021","96,6900","96,8350","96,9013","96,7380","-0,14%"
"04.08.2021","96,8300","96,8800","96,9100","96,8200","0,03%"
"03.08.2021","96,8000","96,7999","96,8700","96,7900","0,01%"
"02.08.2021","96,7900","96,5750","96,8250","96,5700","0,11%"
"30.07.2021","96,6800","96,6450","96,7200","96,5550","0,24%"
"29.07.2021","96,4470","96,5280","96,6900","96,5280","-0,17%"
"28.07.2021","96,6100","96,5900","96,6510","96,3510","0,04%"
"27.07.2021","96,5700","96,5650","96,5950","96,5650","0,04%"
"26.07.2021","96,5300","96,4750","96,5350","96,4750","0,19%"
"23.07.2021","96,3510","96,3180","96,4570","96,3130","-0,05%"
"22.07.2021","96,4000","96,3950","96,4200","96,3000","0,04%"
"21.07.2021","96,3600","96,3650","96,3850","96,3500","0,03%"
"20.07.2021","96,3300","96,3200","96,3500","96,3200","0,03%"
"19.07.2021","96,3000","96,3100","96,3250","96,2600","0,09%"
"16.07.2021","96,2100","96,2150","96,2150","96,2150","0,03%"
"15.07.2021","96,1800","96,1850","96,1850","96,1850","0,03%"
"14.07.2021","96,1500","96,1404","96,1750","96,1250","0,03%"
"13.07.2021","96,1200","96,1153","96,1457","96,0950","0,03%"
"12.07.2021","96,0900","95,9040","96,1150","95,8345","0,16%"
"09.07.2021","95,9400","95,8985","95,9840","95,8345","-0,04%"
"08.07.2021","95,9800","95,9400","96,0106","95,8490","0,04%"
"07.07.2021","95,9400","95,8380","95,9762","95,8264","0,03%"
"06.07.2021","95,9100","95,8035","95,9395","95,8015","0,03%"
"05.07.2021","95,8800","95,7110","95,9050","95,7110","0,09%"
"02.07.2021","95,7900","95,6800","95,8150","95,6756","0,03%"
"01.07.2021","95,7600","95,6390","95,7850","95,6175","0,06%"
"30.06.2021","95,7000","95,6155","95,7500","95,6055","0,01%"
"29.06.2021","95,6900","95,5250","95,7060","95,5075","0,21%"
"28.06.2021","95,4890","95,5190","95,6960","95,4695","0,08%"
"25.06.2021","95,4090","95,4820","95,6145","95,4460","0,05%"
"24.06.2021","95,3620","95,4655","95,5785","95,4320","0,03%"
"23.06.2021","95,3340","95,4550","95,5540","95,3635","0,04%"
"22.06.2021","95,2970","95,2950","95,5150","95,2900","0,12%"
"21.06.2021","95,1800","95,3750","95,3845","95,2450","-0,21%"
"18.06.2021","95,3800","95,2750","95,3850","95,2705","0,03%"
"17.06.2021","95,3500","95,2350","95,3600","95,2350","0,04%"
"16.06.2021","95,3100","95,3200","95,3275","95,2195","0,12%"
"15.06.2021","95,1990","95,2750","95,2950","95,1695","-0,05%"
"14.06.2021","95,2500","95,0645","95,2700","95,0480","0,13%"
"11.06.2021","95,1300","95,0190","95,1595","95,0013","0,04%"
"10.06.2021","95,0900","95,0785","95,1150","95,0733","0,04%"
"09.06.2021","95,0500","94,9295","95,0850","94,9295","0,24%"
"08.06.2021","94,8200","94,8980","95,0245","94,8980","0,04%"
"07.06.2021","94,7780","94,7785","95,0100","94,7785","0,01%"
"04.06.2021","94,7700","94,7305","94,8800","94,7105","0,16%"
"03.06.2021","94,6210","94,6465","94,8326","94,6465","-0,16%"
"02.06.2021","94,7700","94,6465","94,7800","94,6465","0,14%"
"01.06.2021","94,6400","94,6185","94,7480","94,5750","0,16%"
"31.05.2021","94,4900","94,4600","94,7040","94,4600","-0,08%"
"28.05.2021","94,5650","94,4505","94,5700","94,4000","0,13%"
"27.05.2021","94,4400","94,5150","94,5455","94,4005","-0,04%"
"26.05.2021","94,4800","94,2100","94,4900","94,1515","0,28%"
"25.05.2021","94,2150","94,2100","94,2750","94,2000","0,14%"
"24.05.2021","94,0830","94,2010","94,2835","94,1565","0,00%"
"21.05.2021","94,0830","94,1605","94,2950","94,1110","-0,17%"
"20.05.2021","94,2450","94,2000","94,2450","94,0815","0,05%"
"19.05.2021","94,2000","94,1200","94,2300","94,0315","0,24%"
"18.05.2021","93,9730","94,0640","94,1850","94,0555","0,03%"
"17.05.2021","93,9420","93,9685","94,1550","93,9685","0,10%"
"14.05.2021","93,8520","93,9370","94,0680","93,9235","-0,17%"
"13.05.2021","94,0100","93,9005","94,0358","93,8973","0,03%"
"12.05.2021","93,9800","93,8650","94,0000","93,8650","0,13%"
"11.05.2021","93,8600","93,8800","93,9675","93,2750","0,14%"
"10.05.2021","93,7320","93,7185","93,9800","93,2750","-0,10%"
"07.05.2021","93,8300","93,2750","93,8540","93,2750","0,04%"
"06.05.2021","93,7900","93,7200","93,8050","93,2700","0,24%"
"05.05.2021","93,5640","93,6315","93,7650","93,2750","-0,16%"
"04.05.2021","93,7100","93,5915","93,7200","93,2750","0,04%"
"03.05.2021","93,6700","93,4805","93,8100","93,2750","0,33%"
"30.04.2021","93,3630","93,3510","93,6250","93,3510","-0,10%"
"29.04.2021","93,4600","93,4400","93,5450","93,2615","0,03%"
"28.04.2021","93,4300","93,1935","93,4350","93,1830","0,11%"
"27.04.2021","93,3300","93,1935","93,3400","93,1830","0,06%"
"26.04.2021","93,2700","93,0415","93,2850","93,0320","0,16%"
"23.04.2021","93,1200","92,9915","93,1350","92,9565","0,05%"
"22.04.2021","93,0700","92,9580","93,0855","92,9340","0,24%"
"21.04.2021","92,8440","92,8530","93,0445","92,8530","-0,14%"
"20.04.2021","92,9700","92,8435","92,9850","92,8320","0,05%"
"19.04.2021","92,9200","92,7140","92,9900","92,7115","0,14%"
"16.04.2021","92,7900","92,5930","92,8000","92,5930","0,08%"
"15.04.2021","92,7200","92,5930","92,7350","92,5930","0,06%"
"14.04.2021","92,6600","92,6850","92,6850","92,6700","0,04%"
"13.04.2021","92,6200","92,4930","92,6400","92,4830","0,05%"
"12.04.2021","92,5700","92,3545","92,6000","92,3035","0,35%"
"09.04.2021","92,2470","92,3095","92,4500","92,3095","0,06%"
"08.04.2021","92,1950","92,2570","92,4100","92,2570","0,05%"
"07.04.2021","92,1450","92,3550","92,3550","92,2425","-0,15%"
"06.04.2021","92,2800","92,2750","92,3000","92,1925","0,25%"
"05.04.2021","92,0460","91,6045","92,3700","91,6045","0,61%"
"02.04.2021","91,4880","91,6305","91,7330","91,4250","-0,19%"
"01.04.2021","91,6600","91,8910","91,9225","91,5805","-0,35%"
"31.03.2021","91,9800","91,9500","92,0150","91,8635","0,03%"
"30.03.2021","91,9500","91,9200","91,9800","91,8280","0,04%"
"29.03.2021","91,9100","91,7190","92,0850","91,7190","0,08%"
"26.03.2021","91,8400","91,7100","91,8600","91,6830","0,28%"
"25.03.2021","91,5860","91,4500","91,8000","91,4450","0,16%"
"24.03.2021","91,4400","91,5715","91,5805","91,4400","-0,01%"
"23.03.2021","91,4480","91,5700","91,6625","91,4745","-0,12%"
"22.03.2021","91,5600","91,2905","91,5800","91,2635","0,43%"
"19.03.2021","91,1670","91,2105","91,3730","91,2095","-0,12%"
"18.03.2021","91,2800","91,1260","91,2950","91,0715","0,09%"
"17.03.2021","91,2000","91,1400","91,2100","91,1350","0,08%"
"16.03.2021","91,1300","91,0700","91,1500","91,0650","0,08%"
"15.03.2021","91,0600","90,7775","91,1000","90,7775","0,31%"
"12.03.2021","90,7800","90,7900","90,8800","90,6955","0,00%"
"11.03.2021","90,7800","90,7600","90,8000","90,6965","0,08%"
"10.03.2021","90,7100","90,6950","90,7390","90,6245","0,28%"
"09.03.2021","90,4550","90,4945","90,6695","90,4450","-0,04%"
"08.03.2021","90,4900","90,2835","90,6300","90,1500","0,34%"
"05.03.2021","90,1790","90,3750","90,3750","90,0150","-0,12%"
"04.03.2021","90,2900","90,2750","90,3000","90,2250","0,08%"
"03.03.2021","90,2200","90,1600","90,2500","90,0150","0,08%"
"02.03.2021","90,1500","90,0040","90,1750","89,8250","0,08%"
"01.03.2021","90,0800","89,7425","90,1150","89,7335","0,29%"
"26.02.2021","89,8200","89,8200","89,8340","89,6535","0,08%"
"25.02.2021","89,7500","89,7550","89,7550","89,7500","0,10%"
"24.02.2021","89,6600","89,4600","89,6700","89,2350","0,23%"
"23.02.2021","89,4500","89,3085","89,5630","89,3005","0,02%"
"22.02.2021","89,4300","89,0705","89,4530","89,0215","0,42%"
"19.02.2021","89,0600","89,1400","89,1640","89,0215","0,01%"
"18.02.2021","89,0500","88,9500","89,0550","88,8085","0,12%"
"17.02.2021","88,9400","88,4530","88,9500","88,4530","0,55%"
"16.02.2021","88,4500","88,4620","88,5210","88,4050","0,11%"
"15.02.2021","88,3500","88,4530","88,4530","88,4530","-0,11%"
"12.02.2021","88,4500","88,5300","88,5500","88,3985","0,01%"
"11.02.2021","88,4400","88,3700","88,4600","88,1855","0,09%"
"10.02.2021","88,3600","88,2700","88,3700","88,2700","0,11%"
"09.02.2021","88,2600","88,1650","88,2800","88,0775","0,11%"
"08.02.2021","88,1600","87,9260","88,1740","87,8790","0,38%"
"05.02.2021","87,8240","87,9200","88,0140","87,7185","-0,10%"
"04.02.2021","87,9100","87,7260","87,9200","87,6610","0,13%"
"03.02.2021","87,8000","87,6335","87,8290","87,6180","0,11%"
"02.02.2021","87,7000","87,6513","87,7230","87,5655","0,11%"
"01.02.2021","87,6000","87,4505","87,6300","87,2641","0,34%"
"29.01.2021","87,3000","87,1500","87,3300","87,1225","0,18%"
"28.01.2021","87,1400","87,0365","87,2335","87,0354","0,03%"
"27.01.2021","87,1100","86,9400","87,1520","86,8920","0,21%"
"26.01.2021","86,9300","86,8750","87,0550","86,7825","0,24%"
"25.01.2021","86,7250","86,8900","86,9385","86,4955","0,39%"
"22.01.2021","86,3870","86,4250","86,5820","86,1440","-0,04%"
"21.01.2021","86,4200","86,4100","86,4550","86,4100","0,09%"
"20.01.2021","86,3400","86,2100","86,3500","86,1185","0,16%"
"19.01.2021","86,2000","85,5740","86,2200","85,3800","0,16%"
"18.01.2021","86,0600","86,0700","86,0700","86,0700","0,38%"
"15.01.2021","85,7300","85,6500","85,7350","85,3800","0,11%"
"14.01.2021","85,6400","85,6000","85,6635","85,3750","0,11%"
"13.01.2021","85,5500","85,9700","86,0185","85,3395","0,11%"
"12.01.2021","85,4600","85,3200","85,9700","85,2945","0,31%"
"11.01.2021","85,1990","84,9295","85,4020","84,8855","0,09%"
"08.01.2021","85,1200","84,9300","85,1250","84,8855","0,34%"
"07.01.2021","84,8310","84,9050","85,0310","84,7185","-0,08%"
"06.01.2021","84,9000","84,8000","84,9100","84,8000","0,13%"
"05.01.2021","84,7900","84,6550","84,8035","84,5755","0,32%"
"04.01.2021","84,5210","84,0875","84,7945","84,0705","-0,70%"
"01.01.2021","85,1154","85,1260","85,1260","84,5061","1,23%"
"31.12.2020","84,0800","83,9580","84,1410","83,9580","-0,07%"
"30.12.2020","84,1400","84,0250","84,1500","83,8395","0,14%"
"29.12.2020","84,0200","83,8750","84,0300","83,7865","0,34%"
"28.12.2020","83,7330","83,9000","83,9230","83,8215","0,66%"
"24.12.2020","83,1800","83,2800","83,3235","83,2350","-0,20%"
"23.12.2020","83,3500","83,2450","83,3650","83,1090","0,13%"
"22.12.2020","83,2400","83,1150","83,2670","83,0290","0,32%"
"21.12.2020","82,9740","82,7715","83,1670","82,7715","0,38%"
"18.12.2020","82,6640","82,8350","82,8510","82,5560","-0,06%"
"17.12.2020","82,7100","82,5950","82,7200","82,5100","0,30%"
"16.12.2020","82,4600","82,4590","82,6360","82,4590","-0,01%"
"15.12.2020","82,4700","82,3800","82,5605","82,3390","0,12%"
"14.12.2020","82,3700","82,1445","82,4645","82,0975","0,28%"
"11.12.2020","82,1400","82,0660","82,2310","82,0225","0,01%"
"10.12.2020","82,1300","81,9760","82,1470","81,9215","0,11%"
"09.12.2020","82,0400","81,5850","82,0500","81,5850","0,56%"
"08.12.2020","81,5800","81,5820","81,6365","81,5385","0,12%"
"07.12.2020","81,4800","81,5705","81,5995","81,4820","-0,22%"
"04.12.2020","81,6600","81,4980","81,6650","81,4980","0,32%"
"03.12.2020","81,4000","81,4215","81,5780","81,3850","-0,10%"
"02.12.2020","81,4800","81,3255","81,5030","81,3255","0,06%"
"01.12.2020","81,4300","81,3050","81,4370","81,2220","0,16%"
"30.11.2020","81,3000","81,0040","81,3100","81,0040","0,30%"
"27.11.2020","81,0600","80,8195","81,4550","80,8195","0,23%"
"26.11.2020","80,8700","80,7950","80,8850","80,7950","0,10%"
"25.11.2020","80,7900","80,6850","80,7980","80,6115","0,14%"
"24.11.2020","80,6800","80,2850","80,7000","80,2850","0,49%"
"23.11.2020","80,2900","80,2885","80,3500","80,2455","-0,07%"
"20.11.2020","80,3500","80,2750","80,3680","80,1955","0,10%"
"19.11.2020","80,2700","80,0950","80,2880","80,0455","0,35%"
"18.11.2020","79,9910","80,0350","80,1790","79,9500","-0,05%"
"17.11.2020","80,0300","79,9600","80,0430","79,8795","0,10%"
"16.11.2020","79,9500","79,6035","79,9630","79,6035","0,26%"
"13.11.2020","79,7400","79,5050","79,7600","79,5050","0,30%"
"12.11.2020","79,5000","79,4350","79,5990","79,4110","0,22%"
"11.11.2020","79,3220","79,3645","79,5060","79,3375","-0,06%"
"10.11.2020","79,3700","79,2650","79,4520","79,2455","0,24%"
"09.11.2020","79,1780","79,0345","79,3660","79,0265","0,19%"
"06.11.2020","79,0300","79,0850","79,1085","78,9860","-0,06%"
"05.11.2020","79,0800","78,9950","79,1050","78,8650","0,27%"
"04.11.2020","78,8650","78,6120","79,0555","78,6120","-0,07%"
"03.11.2020","78,9200","78,6900","78,9300","78,6900","0,31%"
